Date,Rank,State,Output
2004-11-09T05:26:56Z,A,CT,208.4647791
2004-11-09T08:28:52Z,B,CA,207.1541771
2004-11-09T11:43:49Z,D,UT,202.0410128
2004-11-09T18:43:55Z,E,WV,207.9530045
2004-11-09T22:53:05Z,E,NC,210.0146262
2004-11-10T14:12:40Z,B,OH,210.0899681
2004-11-11T09:13:37Z,A,CO,201.6722081
2004-11-12T01:41:14Z,C,MO,206.1536321
2004-11-12T16:50:26Z,E,SC,212.0628184
2004-11-12T17:45:27Z,D,OR,207.479724
2004-11-13T02:20:05Z,D,NY,213.8928555
2004-11-13T20:20:45Z,C,NM,204.4495609
2004-11-14T11:22:17Z,A,MO,205.7644568
2004-11-14T16:31:37Z,F,MS,213.9627043
2004-11-15T01:32:11Z,F,FL,214.9960211
2004-11-15T07:40:58Z,B,OR,201.8274653
2004-11-16T01:08:47Z,F,LA,209.4501401
2004-11-16T22:49:46Z,E,ND,209.9106354
2004-11-17T19:06:10Z,E,LA,209.303164
2004-11-18T00:27:37Z,C,GA,212.7027066
2004-11-18T20:22:36Z,E,HI,212.6504598
2004-11-19T02:28:24Z,B,LA,205.2214879
2004-11-19T04:58:10Z,A,MN,210.1357399
2004-11-20T03:01:11Z,D,NC,210.2075752
2004-11-20T08:23:29Z,E,NM,206.4011027
2004-11-21T00:45:27Z,C,WA,208.8009749
2004-11-21T14:46:04Z,C,CA,207.6371124
2004-11-22T03:09:26Z,F,VA,205.2148746
2004-11-22T09:10:16Z,F,KY,214.7122027
2004-11-22T10:49:49Z,A,ME,204.236061
2004-11-23T01:31:01Z,E,NY,214.4310111
2004-11-23T21:58:22Z,A,MS,209.0030682
2004-11-24T21:01:42Z,B,ND,203.9287371
2004-11-25T09:12:40Z,B,TN,202.4141387
2004-11-25T22:11:19Z,A,CO,204.6716291
2004-11-26T04:18:14Z,F,NC,211.0344843
2004-11-27T01:55:56Z,E,IL,206.7088297
2004-11-27T21:35:30Z,C,UT,203.3881122
2004-11-28T12:52:40Z,E,HI,210.4212498
2004-11-29T08:21:30Z,C,MO,208.2571194
2004-11-30T07:25:49Z,A,NV,209.3053678
2004-12-01T01:10:27Z,D,NJ,200.6969186
2004-12-01T08:38:46Z,B,WA,208.6881478
2004-12-01T17:14:15Z,F,NM,206.5512253
2004-12-01T19:29:14Z,C,NH,210.2668529
2004-12-02T02:26:36Z,A,RI,210.9341676
2004-12-03T00:03:26Z,B,MO,206.9096831
2004-12-03T21:02:48Z,B,ME,205.1684513
2004-12-04T07:04:13Z,B,AK,210.8986286
2004-12-04T15:00:48Z,F,NE,210.4640659
2004-12-04T21:11:42Z,B,AL,203.4807392
2004-12-05T11:11:24Z,F,WI,213.8776354
2004-12-06T03:44:27Z,B,GA,211.3523752
2004-12-07T00:18:21Z,A,WY,206.4619329
2004-12-07T23:12:53Z,D,FL,210.4471399
2004-12-08T04:24:55Z,C,IL,204.1551981
2004-12-08T14:31:06Z,F,MO,209.0794773
2004-12-09T02:39:52Z,D,ME,209.0109102
2004-12-09T09:18:08Z,C,KY,210.3064746
2004-12-09T22:19:20Z,C,AZ,204.8223803
2004-12-10T14:29:00Z,C,ME,205.620013
2004-12-10T14:49:35Z,B,RI,212.0748341
2004-12-11T12:33:53Z,A,KS,204.8411959
2004-12-11T17:22:22Z,B,NJ,198.7842863
2004-12-12T08:15:10Z,D,NH,212.5928188
2004-12-12T12:32:09Z,C,NM,201.7109034
2004-12-12T15:20:31Z,C,MO,206.3831621
2004-12-13T00:24:39Z,F,UT,207.5716779
2004-12-13T05:14:23Z,D,WY,211.4418571
2004-12-13T23:12:17Z,A,OH,209.1767159
2004-12-14T09:42:21Z,E,PA,214.4868368
2004-12-15T00:16:42Z,B,RI,210.8934263
2004-12-15T20:36:38Z,F,NY,214.5539212
2004-12-16T19:02:53Z,E,MN,212.9578901
2004-12-17T01:18:43Z,E,NV,215.3994812
2004-12-17T18:02:24Z,B,CO,204.1016374
2004-12-18T10:34:36Z,B,GA,210.7049593
2004-12-19T01:07:48Z,F,MN,215.5548733
2004-12-19T09:41:27Z,F,WV,210.0185023
2004-12-19T16:24:10Z,D,FL,212.3117646
2004-12-20T03:28:01Z,A,NY,207.4461424
2004-12-20T17:48:40Z,A,CT,207.8051414
2004-12-20T17:50:52Z,E,SD,205.9001948
2004-12-21T05:01:31Z,C,MI,205.8279772
2004-12-22T01:30:08Z,E,ID,214.7406725
2004-12-22T21:01:31Z,B,FL,209.2116146
2004-12-23T02:26:53Z,F,WI,215.49369
2004-12-23T06:01:59Z,C,MO,207.1820027
2004-12-23T20:36:41Z,A,CA,203.7765623
2004-12-24T12:00:04Z,E,MN,213.7155449
2004-12-25T03:18:02Z,E,SD,206.8915801
2004-12-26T00:40:30Z,D,AK,212.1331604
2004-12-26T07:08:20Z,B,SD,205.7266502
2004-12-27T03:38:27Z,C,ME,208.1470504
2004-12-27T22:18:10Z,F,MS,213.0571694
2004-12-28T01:32:52Z,A,NM,202.5636463
2004-12-28T11:46:28Z,F,KY,216.177064
2004-12-29T02:39:46Z,D,NC,210.9567086
2004-12-29T03:30:33Z,C,PA,212.0039825
2004-12-30T01:43:39Z,D,SC,209.8957436
2004-12-30T23:34:35Z,F,WY,210.252155
2004-12-31T23:24:41Z,E,AR,207.6071504
2005-01-01T21:28:15Z,D,LA,207.3452108
2005-01-02T02:45:30Z,D,MO,206.8749413
2005-01-02T18:09:42Z,F,NM,205.8217113
2005-01-03T13:31:32Z,E,FL,212.0443567
2005-01-04T10:30:24Z,B,RI,212.1518984
2005-01-04T11:42:42Z,D,CO,207.0604164
2005-01-05T00:04:45Z,A,MN,208.941097
2005-01-05T15:42:04Z,E,KY,214.1981431
2005-01-06T14:23:38Z,C,DE,210.8498806
2005-01-06T15:53:00Z,F,PA,214.9028577
2005-01-07T15:29:17Z,B,NY,211.3295372
2005-01-08T04:05:17Z,A,UT,202.0797649
2005-01-08T15:12:45Z,E,LA,211.6490264
2005-01-09T11:37:11Z,D,LA,207.7624258
2005-01-10T01:28:27Z,A,AR,202.3465909
2005-01-10T06:53:52Z,A,MS,210.865454
2005-01-10T14:11:01Z,F,UT,205.0473842
2005-01-11T02:05:29Z,F,CT,211.7551634
2005-01-11T22:54:34Z,F,PA,217.5583604
2005-01-11T23:54:54Z,B,CO,203.1932966
2005-01-12T06:48:14Z,E,CA,209.3717164
2005-01-12T19:35:01Z,B,CA,205.2329671
2005-01-12T19:54:43Z,A,WA,209.4191151
2005-01-12T22:34:26Z,E,OH,214.8579977
2005-01-13T01:26:26Z,A,WA,209.1043806
2005-01-13T16:30:11Z,C,IN,213.7853715
2005-01-14T03:22:03Z,F,WA,213.9611412
2005-01-14T17:10:55Z,F,TX,209.1960305
2005-01-15T06:21:52Z,E,GA,212.2442146
2005-01-15T11:00:06Z,C,GA,209.5362958
2005-01-16T02:58:51Z,B,AZ,203.0018577
2005-01-16T10:06:47Z,E,SC,213.3505887
2005-01-17T02:51:06Z,C,FL,211.5726955
2005-01-17T19:02:08Z,F,HI,214.2530525
2005-01-18T02:42:16Z,E,FL,211.1398213
2005-01-18T15:22:38Z,E,WA,212.4104882
2005-01-19T03:03:32Z,F,ND,208.563604
2005-01-19T22:20:52Z,F,IL,207.2719738
2005-01-20T14:54:19Z,B,TN,200.4591845
2005-01-21T11:42:34Z,C,WI,212.0364129
2005-01-22T11:20:47Z,C,NH,213.1254678
2005-01-22T17:04:24Z,B,NH,211.2737329
2005-01-23T15:46:33Z,C,WI,213.8635624
2005-01-24T11:38:36Z,D,TX,205.3804242
2005-01-25T00:48:31Z,A,MS,208.3422508
2005-01-25T18:26:30Z,B,MI,207.3610754
2005-01-25T23:48:00Z,F,KS,208.2209874
2005-01-26T01:53:49Z,B,OK,209.2872889
2005-01-27T01:37:38Z,A,MT,209.5457978
2005-01-27T21:49:12Z,B,DE,210.2215525
2005-01-28T00:45:45Z,E,RI,215.9717261
2005-01-28T13:47:08Z,B,OR,203.3333004
2005-01-28T14:27:11Z,D,CA,209.4351452
2005-01-28T20:55:59Z,A,OH,210.3005084
2005-01-29T10:12:22Z,F,IA,209.4481201
2005-01-30T04:57:09Z,C,NM,203.7548022
2005-01-31T01:23:46Z,A,CT,206.1136844
2005-01-31T20:23:50Z,D,AK,213.0861281
2005-02-01T06:35:30Z,B,SD,205.1714002
2005-02-02T03:44:03Z,A,KY,211.1935092
2005-02-02T11:40:33Z,D,VA,205.4253538
2005-02-02T17:50:32Z,C,PA,213.4387391
2005-02-03T12:11:38Z,B,NV,212.4100447
2005-02-04T04:37:47Z,C,IA,207.3311785
2005-02-04T05:35:24Z,E,TN,206.2513178
2005-02-04T18:56:40Z,F,AL,207.8661596
2005-02-05T12:48:03Z,E,IL,205.2568121
2005-02-06T04:32:47Z,F,AL,210.0223587
2005-02-07T00:57:09Z,B,SD,204.9893475
2005-02-07T16:33:09Z,F,VT,206.3297788
2005-02-07T20:52:39Z,F,TN,206.2840349
2005-02-08T08:36:42Z,D,AR,205.1365332
2005-02-08T20:47:01Z,F,SC,212.3730671
2005-02-09T19:50:08Z,B,LA,206.8845746
2005-02-10T12:37:52Z,F,WA,212.0434233
2005-02-10T18:57:39Z,B,NH,212.0029682
2005-02-11T17:54:24Z,E,SD,207.5131125
2005-02-12T02:56:47Z,F,NC,213.2230015
2005-02-12T13:05:39Z,E,WV,208.8300382
2005-02-13T11:55:17Z,D,WA,209.9239212
2005-02-13T23:45:17Z,F,VA,208.3096011
2005-02-14T19:16:42Z,F,HI,213.5992303
2005-02-15T13:36:07Z,C,NJ,200.994611
2005-02-16T05:32:17Z,D,UT,206.1217435
2005-02-16T10:51:02Z,B,NV,212.3879366
2005-02-17T05:47:03Z,E,TN,206.8545453
2005-02-17T13:24:14Z,F,FL,212.7479341
2005-02-18T10:59:14Z,E,WI,212.9899493
2005-02-19T00:04:06Z,E,OK,210.6411264
2005-02-19T02:58:01Z,E,FL,213.9033583
2005-02-19T08:20:05Z,C,GA,212.6641981
2005-02-19T12:03:03Z,C,KY,211.4246069
2005-02-20T07:22:30Z,E,AZ,208.3841621
2005-02-20T16:51:42Z,F,NH,215.677094
2005-02-21T04:15:51Z,E,MA,210.0734686
2005-02-21T06:14:31Z,B,NJ,199.3223944
2005-02-21T10:04:33Z,B,WA,209.4978498
2005-02-22T01:24:03Z,B,NC,206.7542498
2005-02-22T20:36:29Z,C,WV,207.2588568
2005-02-23T05:51:52Z,C,GA,211.4364913
2005-02-24T05:42:53Z,E,NH,215.7412119
2005-02-24T20:57:14Z,E,IA,208.6302865
2005-02-25T06:42:34Z,D,WA,211.7738147
2005-02-25T14:11:58Z,C,NV,214.2778193
2005-02-26T01:45:46Z,F,NE,210.786604
2005-02-26T18:51:56Z,F,SC,213.5734507
2005-02-27T04:26:53Z,D,SD,207.2196848
2005-02-27T15:42:38Z,A,MI,206.9892964
2005-02-27T19:19:44Z,C,NJ,201.2664684
2005-02-28T00:27:21Z,A,WA,208.6557902
2005-02-28T23:39:52Z,F,MT,213.9796804
2005-03-01T07:01:01Z,E,TX,206.4736866
2005-03-01T12:29:23Z,D,CO,205.7573643
2005-03-01T22:39:03Z,B,CA,207.0287329
2005-03-02T05:42:56Z,E,OK,210.7928211
2005-03-02T16:51:23Z,C,DE,211.916639
2005-03-03T14:41:40Z,B,DE,211.6529605
2005-03-04T12:03:56Z,F,VA,206.4484083
2005-03-05T09:38:26Z,B,HI,208.5231897
2005-03-05T15:37:26Z,B,ND,208.2275479
2005-03-06T05:17:35Z,C,MS,210.2964299
2005-03-06T23:05:48Z,C,NE,207.7365125
2005-03-07T09:14:22Z,A,SD,201.9910319
2005-03-07T21:39:40Z,D,WY,208.841008
2005-03-08T19:22:03Z,C,WI,213.5408402
2005-03-09T05:40:05Z,F,MO,208.577762
2005-03-09T09:11:13Z,C,SD,205.9398328
2005-03-09T16:14:17Z,A,MS,211.3386354
2005-03-10T03:33:38Z,D,SD,206.9059686
2005-03-10T10:41:46Z,C,NV,214.443672
2005-03-11T02:54:03Z,A,GA,211.6267138
2005-03-11T17:34:14Z,A,OH,212.2830805
2005-03-11T21:04:52Z,B,MI,206.7109793
2005-03-12T12:17:01Z,C,VT,201.8191802
2005-03-12T16:22:43Z,F,AR,208.7795118
2005-03-13T10:02:38Z,A,DE,211.5422346
2005-03-13T13:48:24Z,A,HI,207.9006452
2005-03-13T23:00:32Z,B,WA,209.9032536
2005-03-14T05:32:40Z,B,MS,209.6599978
2005-03-14T09:35:30Z,D,KS,204.9176783
2005-03-14T10:22:58Z,B,PA,213.6524005
2005-03-14T17:16:22Z,F,LA,209.3631292
2005-03-15T11:38:26Z,A,MD,207.5778312
2005-03-16T01:48:49Z,D,SD,208.9447532
2005-03-16T21:56:15Z,F,TN,205.3068067
2005-03-17T15:03:31Z,C,NY,213.2823147
2005-03-18T04:12:45Z,F,FL,213.2208402
2005-03-18T19:08:43Z,F,SD,209.7281689
2005-03-19T00:32:57Z,D,TN,206.1172035
2005-03-19T09:07:20Z,F,AK,213.6811671
2005-03-20T00:38:31Z,A,CT,208.8902918
2005-03-20T14:38:06Z,C,KY,212.9783677
2005-03-20T21:31:17Z,D,RI,213.9712206
2005-03-20T22:08:10Z,D,RI,215.2850486
2005-03-21T01:22:35Z,A,FL,209.7424876
2005-03-21T14:10:27Z,B,TX,205.1908105
2005-03-21T14:47:14Z,C,MN,211.833729
2005-03-22T12:26:00Z,C,ID,211.5590451
2005-03-23T07:49:05Z,E,OH,213.9856906
2005-03-24T06:49:54Z,C,SD,204.8669767
2005-03-25T04:56:33Z,A,VT,201.3036378
2005-03-26T03:18:55Z,F,ID,214.4832755
2005-03-26T20:52:27Z,B,CA,207.8631758
2005-03-27T18:59:35Z,A,NV,210.6808049
2005-03-27T22:54:20Z,E,WI,213.4171783
2005-03-28T19:59:54Z,B,MN,208.8631317
2005-03-29T05:09:29Z,E,WA,210.9480935
2005-03-29T09:43:11Z,E,KY,214.4481967
2005-03-30T06:50:11Z,E,NE,211.4259957
2005-03-30T23:17:47Z,B,MD,206.0301754
2005-03-30T23:39:19Z,D,LA,209.7470559
2005-03-31T21:26:25Z,E,MS,212.2892842
2005-04-01T18:07:44Z,E,WI,212.8964531
2005-04-01T23:35:14Z,B,NC,207.9144221
2005-04-02T07:14:00Z,E,AR,207.9060355
2005-04-02T23:53:59Z,F,AL,208.7731016
2005-04-03T01:19:33Z,C,PA,215.300445
2005-04-03T03:45:06Z,A,NC,206.5517599
2005-04-03T15:59:43Z,F,CA,212.2372383
2005-04-04T11:00:32Z,E,WI,214.6542623
2005-04-05T05:24:13Z,C,WA,209.3082622
2005-04-05T21:50:09Z,C,ND,207.1476741
2005-04-06T09:41:53Z,D,MA,208.7749317
2005-04-06T20:43:14Z,E,NV,215.9204501
2005-04-07T11:00:18Z,B,HI,207.8320449
2005-04-08T09:22:53Z,E,FL,211.7368736
2005-04-08T17:28:38Z,D,NJ,202.9242912
2005-04-09T05:49:21Z,B,ME,208.2244286
2005-04-09T12:30:56Z,A,LA,207.5762022
2005-04-09T15:51:50Z,F,CA,211.3626734
2005-04-10T14:12:33Z,A,WY,207.2470108
2005-04-11T13:50:24Z,E,KS,207.8491798
2005-04-11T14:46:27Z,F,NE,212.0698495
2005-04-12T05:49:46Z,D,MD,207.3326021
2005-04-12T18:01:47Z,C,ME,208.8544506
2005-04-13T16:28:00Z,E,GA,214.5723104
2005-04-13T18:01:36Z,D,MD,209.7818841
2005-04-14T14:05:35Z,C,VT,203.7571887
2005-04-15T02:16:50Z,C,TX,206.2442532
2005-04-15T07:21:25Z,F,ND,211.2655716
2005-04-15T11:26:59Z,B,AR,202.1399399
2005-04-16T03:30:49Z,F,NM,205.4794239
2005-04-16T18:16:14Z,C,OR,203.6913174
2005-04-17T03:51:23Z,B,WY,207.1190361
2005-04-17T05:38:24Z,A,PA,212.4330609
2005-04-17T13:25:25Z,C,IL,204.0201303
2005-04-18T05:58:53Z,E,WY,211.0801488
2005-04-18T21:37:50Z,E,DE,214.7444102
2005-04-19T08:50:10Z,E,HI,213.3575908
2005-04-20T01:09:40Z,C,DE,212.8437582
2005-04-20T17:20:43Z,C,MD,210.2240456
2005-04-21T13:19:01Z,E,IL,206.4741212
2005-04-21T21:22:11Z,A,KY,211.3948607
2005-04-22T15:52:50Z,D,VA,206.1145201
2005-04-23T12:54:23Z,E,CA,209.6982205
2005-04-23T17:57:59Z,F,NM,207.8422096
2005-04-24T04:55:26Z,C,MS,209.8993018
2005-04-25T02:54:07Z,A,GA,209.5618843
2005-04-25T13:50:58Z,B,MA,209.9506632
2005-04-25T18:15:36Z,B,SC,209.0766918
2005-04-26T16:14:10Z,A,AL,203.8056891
2005-04-27T12:18:06Z,F,IL,206.9573655
2005-04-28T07:09:30Z,E,NJ,205.3314312
2005-04-28T09:06:17Z,F,SC,214.6480533
2005-04-29T04:08:49Z,A,MN,210.5185693
2005-04-30T01:54:44Z,E,AK,216.5024142
2005-04-30T15:30:34Z,B,HI,209.8894436
2005-05-01T10:50:42Z,C,AZ,203.8106896
2005-05-01T21:54:45Z,E,WV,209.0593266
2005-05-02T12:00:38Z,D,AR,207.6804069
2005-05-03T04:29:53Z,E,DE,216.7177971
2005-05-03T06:12:52Z,B,IA,207.8631234
2005-05-03T18:30:05Z,B,GA,209.4312823
2005-05-04T08:33:54Z,E,OR,207.796133
2005-05-05T08:10:08Z,C,IN,212.8415521
2005-05-05T20:59:48Z,D,ND,206.9422066
2005-05-06T07:45:12Z,F,IA,209.3745842
2005-05-06T10:04:21Z,E,WI,214.5625944
2005-05-06T18:32:00Z,D,FL,214.0095029
2005-05-06T23:16:31Z,E,WY,210.3733413
2005-05-07T06:59:15Z,B,MA,207.4117563
2005-05-08T01:12:59Z,F,OR,207.2502505
2005-05-08T17:08:06Z,F,OK,215.0810043
2005-05-09T01:33:39Z,F,TX,207.7839903
2005-05-09T20:26:37Z,D,AR,207.8185695
2005-05-10T08:16:55Z,E,MT,211.2027198
2005-05-11T02:40:19Z,B,IL,204.5608812
2005-05-11T19:14:05Z,B,OK,211.2934082
2005-05-12T08:16:04Z,E,MN,213.8335264
2005-05-12T10:47:49Z,A,MS,210.6863866
2005-05-12T17:38:58Z,D,GA,215.0574773
2005-05-12T19:05:46Z,A,WI,209.7991798
2005-05-12T22:19:15Z,E,OR,206.4389003
2005-05-13T03:50:31Z,B,NC,206.5561843
2005-05-13T15:35:03Z,B,MS,209.3932186
2005-05-14T13:00:07Z,D,TX,208.6547276
2005-05-14T22:57:42Z,E,ID,213.6931836
2005-05-15T15:10:31Z,D,ME,208.2887107
2005-05-16T07:58:48Z,B,WV,205.626516
2005-05-17T01:31:49Z,E,AZ,206.8997596
2005-05-17T10:30:25Z,A,UT,201.6697695
2005-05-17T23:57:52Z,B,NC,206.8936224
2005-05-18T07:13:39Z,F,MT,211.3605309
2005-05-18T08:10:06Z,A,NV,211.3956097
2005-05-18T11:37:32Z,D,WI,215.2264184
2005-05-18T22:15:53Z,A,IL,204.4025066
2005-05-18T22:58:18Z,E,NM,205.2243665
2005-05-19T00:37:40Z,D,DE,212.333514
2005-05-19T06:46:10Z,D,RI,215.0782644
2005-05-19T11:59:42Z,B,CT,207.8713471
2005-05-20T03:39:08Z,B,DE,211.9567069
2005-05-21T03:08:55Z,E,NH,215.8047573
2005-05-21T22:32:50Z,B,ND,205.2920393
2005-05-22T15:38:37Z,E,SD,206.625709
2005-05-22T23:15:48Z,F,LA,210.8944882
2005-05-23T05:35:55Z,B,MN,212.1906328
2005-05-23T13:38:19Z,F,OK,214.3132212
2005-05-24T02:07:38Z,F,WY,211.6701782
2005-05-24T19:26:16Z,B,IN,212.7551595
2005-05-25T08:28:38Z,A,IL,204.4347456
2005-05-25T13:26:24Z,A,IA,207.1889767
2005-05-26T13:14:26Z,C,WV,209.2507053
2005-05-27T04:06:44Z,C,AZ,206.6502492
2005-05-27T05:39:34Z,F,GA,213.8125375
2005-05-27T07:39:57Z,A,NM,203.3614713
2005-05-27T13:53:07Z,B,NE,207.8775195
2005-05-27T16:44:45Z,B,WV,206.8332724
2005-05-27T20:53:37Z,C,LA,208.5988937
2005-05-27T23:03:22Z,A,IL,201.4478178
2005-05-28T21:30:51Z,C,IA,206.835513
2005-05-29T08:42:20Z,E,ID,217.6094232
2005-05-29T09:07:11Z,A,ID,211.4338401
2005-05-30T06:38:53Z,E,MN,214.692521
2005-05-30T20:31:41Z,E,CA,211.2966177
2005-05-31T10:56:43Z,D,CA,206.8373591
2005-06-01T04:35:46Z,C,WV,208.5034711
2005-06-02T02:47:38Z,D,CO,207.1735171
2005-06-02T13:02:43Z,F,CA,210.8765887
2005-06-02T14:45:35Z,B,CA,207.0348334
2005-06-02T16:50:13Z,A,NV,210.9994716
2005-06-03T15:25:28Z,D,RI,216.8038871
2005-06-03T19:12:08Z,D,VA,206.1238764
2005-06-04T08:54:02Z,F,NV,218.9323953
2005-06-05T01:42:42Z,E,RI,217.7537236
2005-06-05T11:35:09Z,B,OH,210.6746022
2005-06-06T03:55:22Z,D,NJ,205.08409
2005-06-06T08:49:43Z,E,VA,204.85738
2005-06-06T14:20:17Z,A,GA,210.0965968
2005-06-06T15:01:08Z,D,MD,210.7047339
2005-06-07T09:13:57Z,F,MI,208.9409772
2005-06-07T22:04:02Z,D,IA,208.886572
2005-06-08T01:05:46Z,D,AZ,207.3434254
2005-06-08T09:11:12Z,F,WI,216.8108446
2005-06-08T18:44:10Z,D,SC,211.3004952
2005-06-09T02:32:35Z,B,MI,205.0863067
2005-06-09T12:41:15Z,D,TN,206.9406838
2005-06-09T23:35:09Z,F,NM,207.1906242
2005-06-10T08:49:42Z,E,IN,218.3877381
2005-06-10T10:41:04Z,B,IN,211.8573196
2005-06-10T22:49:07Z,E,MO,208.7826829
2005-06-11T11:51:54Z,B,OK,208.7037013
2005-06-12T06:57:39Z,C,CT,210.1557274
2005-06-13T06:40:08Z,E,IN,215.9598306
2005-06-13T16:40:10Z,A,ND,203.8347116
2005-06-14T15:23:18Z,A,WV,204.7785685
2005-06-15T06:55:23Z,E,WV,211.8663373
2005-06-15T09:09:03Z,A,NM,201.1085675
2005-06-15T22:40:07Z,D,WY,209.8583784
2005-06-16T11:11:42Z,B,VA,203.4351462
2005-06-16T16:22:47Z,B,AK,212.0158472
2005-06-17T15:07:54Z,E,OH,215.9862923
2005-06-17T22:42:46Z,E,CT,212.2857706
2005-06-18T18:20:34Z,F,GA,214.3255677
2005-06-19T00:26:37Z,E,PA,215.581122
2005-06-19T06:56:51Z,F,MN,214.4739935
2005-06-20T01:57:43Z,A,WY,206.6374305
2005-06-20T22:40:48Z,D,MS,212.3225173
2005-06-20T23:54:56Z,F,MI,212.4113526
2005-06-21T14:28:16Z,F,SD,211.0853418
2005-06-22T02:58:09Z,B,ME,208.8157365
2005-06-22T20:32:18Z,F,AL,209.6247324
2005-06-23T06:21:15Z,C,WA,209.9786422
2005-06-24T02:45:31Z,C,IA,205.9070325
2005-06-24T15:28:21Z,D,NM,204.4348429
2005-06-25T11:08:38Z,F,MO,212.5815258
2005-06-26T06:23:36Z,E,NY,215.0961738
2005-06-26T23:59:12Z,B,VT,204.890506
2005-06-27T23:32:57Z,D,FL,214.0725748
2005-06-28T16:30:37Z,B,NJ,202.9893868
2005-06-28T20:46:50Z,E,TX,206.1401288
2005-06-29T06:20:30Z,E,NM,207.2120674
2005-06-30T04:26:36Z,A,KY,209.7932823
2005-06-30T08:20:57Z,C,WY,209.5806055
2005-07-01T00:53:45Z,A,CA,204.0983056
2005-07-01T03:17:44Z,A,WI,212.4171321
2005-07-01T11:25:16Z,E,DE,215.108124
2005-07-02T04:54:18Z,D,UT,204.3956507
2005-07-03T04:22:34Z,D,NJ,202.3323935
2005-07-04T04:21:11Z,B,UT,203.4358136
2005-07-04T19:33:11Z,B,NC,207.6999122
2005-07-05T12:43:21Z,A,NY,208.7221454
2005-07-06T06:32:05Z,E,TX,208.5613141
2005-07-07T02:23:36Z,F,NM,207.2526438
2005-07-07T15:22:37Z,D,AZ,208.9819752
2005-07-08T08:57:58Z,D,MA,209.394226
2005-07-08T18:31:08Z,F,HI,213.1051876
2005-07-08T18:48:36Z,D,CA,207.2448679
2005-07-09T01:06:00Z,E,NV,217.1707668
2005-07-09T23:57:37Z,D,MT,210.6670344
2005-07-10T23:31:41Z,E,VT,205.1013399
2005-07-11T04:14:27Z,D,MT,211.0041642
2005-07-11T13:21:33Z,A,KS,204.6087815
2005-07-11T21:54:01Z,C,VA,205.2842112
2005-07-12T12:26:37Z,A,MA,208.8647415
2005-07-12T13:42:29Z,A,TX,205.8468649
2005-07-13T12:25:58Z,D,IL,205.8367388
2005-07-13T20:43:28Z,E,KY,213.2346157
2005-07-13T23:20:53Z,E,MA,212.9091744
2005-07-14T06:38:53Z,E,NH,214.9146977
2005-07-14T15:51:04Z,B,OK,208.3493326
2005-07-15T08:17:16Z,B,MI,208.517664
2005-07-16T04:39:45Z,D,WI,213.969696
2005-07-16T16:46:40Z,B,ND,206.961372
2005-07-17T15:44:26Z,D,CA,207.8758912
2005-07-17T17:09:11Z,D,MO,209.353531
2005-07-18T01:19:21Z,F,WI,214.8465447
2005-07-18T03:30:58Z,D,IN,215.6111635
2005-07-18T03:55:17Z,B,OR,206.7501585
2005-07-18T08:18:30Z,F,OH,217.0301328
2005-07-19T07:42:02Z,D,IN,214.9114092
2005-07-20T02:36:47Z,D,TN,207.2051507
2005-07-21T00:42:06Z,D,WY,211.54524
2005-07-21T13:18:04Z,D,MT,212.0956041
2005-07-21T19:57:20Z,E,OH,214.7983376
2005-07-22T12:48:03Z,A,AR,201.3848273
2005-07-22T16:54:39Z,B,NE,210.3545881
2005-07-23T16:33:25Z,C,MS,214.0198384
2005-07-24T04:57:39Z,A,AK,210.0842232
2005-07-24T05:54:07Z,E,AL,208.5702187
